id,vpiddt,vpidprev,nm
36126711000001101,2018-11-05,322732005,Morphine 150mg modified-release capsules
36126611000001105,2018-11-05,322731003,Morphine 120mg modified-release capsules
370195008,2005-08-16,3926211000001104,Ibuprofen 200mg capsules
36070211000001103,2018-10-30,318268007,Disopyramide 250mg modified-release capsules
36045011000001103,2018-10-29,329711003,Ibuprofen 200mg modified-release capsules
36057211000001102,2018-10-29,322672007,Hydromorphone 16mg modified-release capsules
36057311000001105,2018-10-29,322673002,Hydromorphone 24mg modified-release capsules
39699611000001102,2021-05-26,321567005,Loxapine 25mg capsules
36127411000001109,2018-11-05,322742007,Morphine 50mg modified-release capsules
36126911000001104,2018-11-05,322733000,Morphine 200mg modified-release capsules
321347002,2005-08-16,4090211000001104,Secobarbital sodium 50mg capsules
35919911000001103,2018-10-19,323032008,Topiramate 15mg capsules
35920011000001101,2018-10-19,323033003,Topiramate 25mg capsules
35920111000001100,2018-10-19,134539006,Topiramate 50mg capsules
407824008,2005-08-17,4253211000001109,Oseltamivir 75mg capsules
408149006,2005-08-22,4288511000001109,Magnesium malate 250mg capsules
374872005,2005-08-09,4337611000001105,Bexarotene 75mg capsules
39695811000001101,2021-05-26,407797002,Imatinib 100mg capsules
422836001,2007-06-26,324848003,Saquinavir mesilate 200mg capsules
39706311000001106,2021-05-26,322204002,Tropisetron 5mg capsules
35901511000001106,2018-10-17,321765000,Amitriptyline 50mg modified-release capsules
35901211000001108,2018-10-17,321763007,Amitriptyline 25mg modified-release capsules
36089511000001100,2018-10-31,318669008,Clonidine 250microgram modified-release capsules
39696911000001104,2021-05-26,320666001,Ketotifen 1mg capsules
36050411000001102,2018-10-29,376750002,Isosorbide dinitrate 40mg modified-release capsules
36035811000001105,2018-10-29,318302008,Mexiletine 360mg modified-release capsules
39704711000001101,2021-05-26,324011006,Tetracycline 250mg capsules
408070002,2005-08-19,4747511000001108,Nabilone 250microgram capsules
408069003,2005-08-19,4747711000001103,Nabilone 500microgram capsules
408068006,2005-08-19,4747611000001107,Nabilone 2mg capsules
39696411000001107,2021-05-26,407810009,Indinavir 100mg capsules
409211007,2005-08-09,5420611000001109,Emtricitabine 200mg capsules
410958005,2005-08-11,5709411000001103,Trandolapril 4mg capsules
413594004,2005-08-08,7353011000001104,Atazanavir 150mg capsules
413595003,2005-08-08,7353111000001103,Atazanavir 200mg capsules
407040005,2005-08-08,7659411000001104,Atomoxetine 10mg capsules
407042002,2005-08-08,7659611000001101,Atomoxetine 25mg capsules
407043007,2005-08-08,7659711000001105,Atomoxetine 40mg capsules
407044001,2005-08-08,7659811000001102,Atomoxetine 60mg capsules
415164004,2005-08-16,7903411000001108,Pregabalin 25mg capsules
415166002,2005-08-16,7903611000001106,Pregabalin 50mg capsules
415167006,2005-08-16,7903711000001102,Pregabalin 75mg capsules
415161007,2005-08-16,7903111000001103,Pregabalin 100mg capsules
415162000,2005-08-16,7903211000001109,Pregabalin 150mg capsules
415163005,2005-08-16,7903311000001101,Pregabalin 200mg capsules
415165003,2005-08-16,7903511000001107,Pregabalin 300mg capsules
413593005,2005-08-08,8160811000001109,Atazanavir 100mg capsules
376832004,2005-08-19,8796811000001104,Methyltestosterone 10mg capsules
39698511000001107,2021-05-26,424293002,Levothyroxine sodium 50microgram capsules
39698211000001109,2021-05-26,424458007,Levothyroxine sodium 25microgram capsules
39698811000001105,2021-05-26,423266009,Levothyroxine sodium 75microgram capsules
417231005,2007-10-23,9042911000001100,Duloxetine 30mg gastro-resistant capsules
416946001,2007-10-23,9043011000001108,Duloxetine 60mg gastro-resistant capsules
39732811000001108,2021-05-27,374572004,Anagrelide 500microgram capsules
36123411000001102,2018-11-05,409440007,Methylphenidate 10mg modified-release capsules
36124011000001108,2018-11-05,407778002,Methylphenidate 20mg modified-release capsules
36124311000001106,2018-11-05,409445002,Methylphenidate 30mg modified-release capsules
417050003,2007-10-23,9306411000001101,Zonisamide 25mg capsules
417678003,2007-10-23,9306511000001102,Zonisamide 50mg capsules
410930002,2005-08-09,9306311000001108,Zonisamide 100mg capsules
376771007,2007-10-23,9475811000001106,Zinc acetate 25mg capsules
376770008,2007-10-23,9475911000001101,Zinc acetate 50mg capsules
386020005,2007-10-23,9574911000001108,Nitisinone 2mg capsules
419994001,2006-11-01,9750611000001105,Tipranavir 250mg capsules
421398007,2007-01-18,10831911000001107,Sunitinib 50mg capsules
420637003,2007-01-18,10831811000001102,Sunitinib 25mg capsules
420897004,2007-01-18,10831711000001105,Sunitinib 12.5mg capsules
36124611000001101,2018-11-05,409446001,Methylphenidate 40mg modified-release capsules
36095311000001108,2018-10-31,419746009,Dexmethylphenidate 10mg modified-release capsules
427962003,2008-07-15,13610211000001105,Nilotinib 200mg capsules
39705711000001102,2021-05-26,428403002,Topotecan 250microgram capsules
39705611000001106,2021-05-26,427960006,Topotecan 1mg capsules
36564611000001104,2019-01-17,423491006,Doxycycline 40mg modified-release capsules
703962002,2015-04-02,19448011000001108,Boceprevir 200mg capsules
413958009,2012-07-04,20933911000001104,Prasterone 25mg capsules
413960006,2012-07-04,20934111000001100,Prasterone 50mg capsules
703685004,2014-10-01,22648211000001106,Enzalutamide 40mg capsules
703814009,2014-10-01,22787311000001104,Vismodegib 150mg capsules
703647002,2014-10-01,23107511000001108,Dabrafenib 50mg capsules
703648007,2014-10-01,23107611000001107,Dabrafenib 75mg capsules
703791008,2014-10-01,23305111000001101,Pomalidomide 1mg capsules
703792001,2014-10-01,23305211000001107,Pomalidomide 2mg capsules
703793006,2014-10-01,23305311000001104,Pomalidomide 3mg capsules
703794000,2014-10-01,23305411000001106,Pomalidomide 4mg capsules
36124711000001105,2018-11-05,440476002,Methylphenidate 50mg modified-release capsules
39695911000001106,2021-05-26,414462000,Imatinib 400mg capsules
35899311000001108,2018-10-17,392642007,Procainamide 500mg modified-release tablets
35899211000001100,2018-10-17,375699003,Procainamide 1g modified-release tablets
39701311000001103,2021-05-26,414815001,Nelfinavir 625mg tablets
395518008,2005-08-09,5001411000001101,Efavirenz 600mg tablets
376658002,2005-08-19,3948311000001108,Nefazodone 50mg tablets
400795008,2005-08-10,3558811000001106,Estradiol 4mg tablets
39110011000001104,2020-10-21,321729005,Lithium carbonate 200mg modified-release tablets
400566001,2005-08-17,3508811000001103,Norgestrel 150microgram tablets
35367911000001103,2018-04-18,318215001,Verapamil 120mg modified-release tablets
39732011000001102,2021-05-27,319283006,Amlodipine 5mg tablets
38750211000001107,2020-07-15,318213008,Verapamil 240mg modified-release tablets
39731911000001109,2021-05-27,319284000,Amlodipine 10mg tablets
39695411000001103,2021-05-26,320029006,Atorvastatin 10mg tablets
39733011000001106,2021-05-27,320030001,Atorvastatin 20mg tablets
39733111000001107,2021-05-27,320031002,Atorvastatin 40mg tablets
39020211000001107,2020-09-23,319941006,Bezafibrate 400mg modified-release tablets
39020311000001104,2020-09-23,319291002,Felodipine 2.5mg modified-release tablets
39020411000001106,2020-09-23,134456001,Doxazosin 4mg modified-release tablets
39020511000001105,2020-09-23,319288002,Felodipine 10mg modified-release tablets
39020611000001109,2020-09-23,319287007,Felodipine 5mg modified-release tablets
39020711000001100,2020-09-23,317954006,Indapamide 1.5mg modified-release tablets
39696211000001108,2021-05-26,317956008,Indapamide 2.5mg tablets
407784004,2005-08-22,3480811000001107,Losartan 100mg tablets
408604009,2005-08-19,3521411000001101,Moxonidine 300microgram tablets
36566411000001105,2019-01-17,320025000,Fluvastatin 80mg modified-release tablets
36052011000001105,2018-10-29,319398005,Glyceryl trinitrate 2.6mg modified-release tablets
39725711000001107,2021-05-27,318414004,Acebutolol 400mg tablets
39701211000001106,2021-05-26,318640004,Nebivolol 5mg tablets
39021111000001107,2020-09-23,135921004,Doxazosin 8mg modified-release tablets
39704111000001102,2021-05-26,321959007,Sertraline 50mg tablets
39704011000001103,2021-05-26,321960002,Sertraline 100mg tablets
39722711000001103,2021-05-27,325444003,Prednisolone 5mg soluble tablets
39708511000001104,2021-05-26,322539003,Dihydrocodeine 30mg tablets
36566511000001109,2019-01-17,329586000,Diclofenac sodium 25mg gastro-resistant tablets
39021411000001102,2020-09-23,398942003,Omeprazole 10mg dispersible gastro-resistant tablets
39021511000001103,2020-09-23,398905005,Omeprazole 20mg dispersible gastro-resistant tablets
39021611000001104,2020-09-23,398787005,Omeprazole 40mg dispersible gastro-resistant tablets
36035411000001108,2018-10-29,318477002,Metoprolol 200mg modified-release tablets
36023011000001102,2018-10-29,318507003,Oxprenolol 160mg modified-release tablets
39704411000001107,2021-05-26,327312004,Tamoxifen 10mg tablets
39704511000001106,2021-05-26,327313009,Tamoxifen 20mg tablets
39704611000001105,2021-05-26,327335001,Tamoxifen 40mg tablets
39022011000001103,2020-09-23,319124005,Isosorbide mononitrate 40mg modified-release tablets
39022211000001108,2020-09-23,319367008,Isosorbide dinitrate 20mg modified-release tablets
39686211000001109,2021-05-26,324600002,Ciprofloxacin 100mg tablets
39687511000001109,2021-05-26,324607004,Ciprofloxacin 250mg tablets
39687811000001107,2021-05-26,324606008,Ciprofloxacin 500mg tablets
39687011000001101,2021-05-26,324605007,Ciprofloxacin 750mg tablets
39690811000001107,2021-05-26,322077002,Domperidone 10mg tablets
39700911000001109,2021-05-26,324093005,Minocycline 100mg tablets
39684111000001105,2021-05-26,323885000,Cefalexin 250mg tablets
39700711000001107,2021-05-26,324092000,Minocycline 50mg tablets
39735911000001106,2021-05-27,323886004,Cefalexin 500mg tablets
39693911000001105,2021-05-26,324734005,Aciclovir 800mg dispersible tablets
39691911000001109,2021-05-26,318849001,Enalapril 20mg / Hydrochlorothiazide 12.5mg tablets
39695211000001102,2021-05-26,329526003,Aspirin 300mg dispersible tablets
39022611000001105,2020-09-23,319276004,Nifedipine 60mg modified-release tablets
39728011000001102,2021-05-27,325974004,Alendronic acid 10mg tablets
39731311000001108,2021-05-27,134599008,Alendronic acid 70mg tablets
39022711000001101,2020-09-23,319274001,Nifedipine 10mg modified-release tablets
39022811000001109,2020-09-23,319277008,Nifedipine 20mg modified-release tablets
39023811000001101,2020-09-23,319205001,Diltiazem 60mg modified-release tablets
39023911000001106,2020-09-23,319180004,Diltiazem 90mg modified-release tablets
39024011000001109,2020-09-23,418945005,Diltiazem 120mg modified-release tablets
39024311000001107,2020-09-23,319136004,Isosorbide mononitrate 60mg modified-release tablets
36564511000001103,2019-01-17,329850008,Naproxen 375mg gastro-resistant tablets
39024511000001101,2020-09-23,329607001,Diclofenac sodium 75mg modified-release tablets
39720311000001101,2021-05-26,322237000,Paracetamol 500mg soluble tablets
36563711000001106,2019-01-17,329585001,Diclofenac sodium 100mg modified-release tablets
39733211000001101,2021-05-27,134489001,Atorvastatin 80mg tablets
36046911000001106,2018-10-29,329723009,Indometacin 75mg modified-release tablets
36046611000001100,2018-10-29,329727005,Indometacin 25mg modified-release tablets
39703611000001107,2021-05-26,320104002,Salbutamol 4mg tablets
36046711000001109,2018-10-29,329726001,Indometacin 50mg modified-release tablets
39025011000001108,2020-09-23,320096005,Salbutamol 4mg modified-release tablets
35937111000001101,2018-10-22,320107009,Salbutamol 8mg modified-release tablets
39733511000001103,2021-05-27,324258005,Azithromycin 500mg tablets
36126811000001109,2018-11-05,322712009,Morphine 15mg modified-release tablets
36127511000001108,2018-11-05,322710001,Morphine 5mg modified-release tablets
36127011000001100,2018-11-05,322716007,Morphine 200mg modified-release tablets
35914111000001102,2018-10-19,323346004,Bupropion 150mg modified-release tablets
39707611000001104,2021-05-26,321970000,Venlafaxine 37.5mg tablets
39707311000001109,2021-05-26,321974009,Venlafaxine 50mg tablets
39707411000001102,2021-05-26,321971001,Venlafaxine 75mg tablets
36030111000001106,2018-10-29,329847005,Naproxen 500mg modified-release tablets
39731611000001103,2021-05-27,134531009,Almotriptan 12.5mg tablets
36142611000001107,2018-11-05,324246005,Clarithromycin 500mg modified-release tablets
39734411000001104,2021-05-27,321323009,Buspirone 5mg tablets
39734311000001106,2021-05-27,321327005,Buspirone 10mg tablets
37082311000001104,2019-04-25,329363008,Calcium and Ergocalciferol tablets
39689111000001106,2021-05-26,319799004,Clopidogrel 75mg tablets
39725011000001105,2021-05-27,318586009,Acebutolol 200mg / Hydrochlorothiazide 12.5mg tablets
14608511000001107,2008-10-30,400812004,Aminophylline hydrate 100mg modified-release tablets
14608611000001106,2008-10-30,400332006,Aminophylline hydrate 350mg modified-release tablets
36134211000001100,2018-11-05,323803009,Cefaclor 375mg modified-release tablets
37082411000001106,2019-04-25,322883000,Carbamazepine 200mg modified-release tablets
34819411000001107,2017-10-05,329397001,Alpha tocopheryl acetate 200mg tablets
39692511000001105,2021-05-26,321935002,Flupentixol 500microgram tablets
39692311000001104,2021-05-26,321936001,Flupentixol 1mg tablets
34819711000001101,2017-10-05,324036000,Generic Deteclo 300mg tablets
37082511000001105,2019-04-25,322884006,Carbamazepine 400mg modified-release tablets
39107611000001108,2020-10-21,319233001,Nifedipine 40mg modified-release tablets
39702411000001100,2021-05-26,323163009,Pergolide 50microgram tablets
39702311000001107,2021-05-26,323164003,Pergolide 250microgram tablets
39700111000001106,2021-05-26,324923002,Mefloquine 250mg tablets
39731711000001107,2021-05-27,321930007,Amitriptyline 10mg / Perphenazine 2mg tablets
39731811000001104,2021-05-27,321929002,Amitriptyline 25mg / Perphenazine 2mg tablets
39703311000001102,2021-05-26,321996003,Reboxetine 4mg tablets
39703111000001104,2021-05-26,321635004,Quetiapine 150mg tablets
39107811000001107,2020-10-21,322969003,Sodium valproate 100mg tablets
39702511000001101,2021-05-26,322612004,Pethidine 50mg tablets
39694611000001101,2021-05-26,323869005,Cefuroxime 250mg tablets
39684511000001101,2021-05-26,323868002,Cefuroxime 125mg tablets
39108011000001100,2020-10-21,320831001,Mizolastine 10mg modified-release tablets
39108211000001105,2020-10-21,322965009,Sodium valproate 200mg modified-release tablets
39108311000001102,2020-10-21,322966005,Sodium valproate 300mg modified-release tablets
39108411000001109,2020-10-21,322967001,Sodium valproate 500mg modified-release tablets
36052711000001107,2018-10-29,319399002,Glyceryl trinitrate 6.4mg modified-release tablets
36051611000001109,2018-10-29,319400009,Glyceryl trinitrate 10mg modified-release tablets
35920811000001107,2018-10-19,322628009,Tramadol 200mg modified-release tablets
35921011000001105,2018-10-19,322664005,Tramadol 400mg modified-release tablets
35920911000001102,2018-10-19,322663004,Tramadol 300mg modified-release tablets
35920611000001108,2018-10-19,322627004,Tramadol 150mg modified-release tablets
35921211000001100,2018-10-19,322662009,Tramadol 75mg modified-release tablets
35920311000001103,2018-10-19,322626008,Tramadol 100mg modified-release tablets
35917711000001108,2018-10-19,320422006,Theophylline 200mg modified-release tablets
320414004,2018-10-23,35917511000001103,Theophylline 125mg tablets
35917611000001104,2018-10-19,320416002,Theophylline 175mg modified-release tablets
35917811000001100,2018-10-19,320417006,Theophylline 250mg modified-release tablets
35918011000001107,2018-10-19,320423001,Theophylline 300mg modified-release tablets
39699211000001104,2021-05-26,321835001,Lofepramine 70mg tablets
36127711000001103,2018-11-05,322714005,Morphine 60mg modified-release tablets
36126211000001108,2018-11-05,322715006,Morphine 100mg modified-release tablets
39692911000001103,2021-05-26,321927000,Nortriptyline 10mg / Fluphenazine 500microgram tablets
400430004,2007-01-17,377142008,Norgestrel 75microgram tablets
39704811000001109,2021-05-26,324012004,Tetracycline 250mg tablets
39701411000001105,2021-05-26,321861002,Nortriptyline 10mg tablets
39701511000001109,2021-05-26,321864005,Nortriptyline 25mg tablets
39706011000001108,2021-05-26,321547001,Trifluoperazine 1mg tablets
39706211000001103,2021-05-26,321548006,Trifluoperazine 5mg tablets
39708811000001101,2021-05-26,321910008,Tranylcypromine 10mg tablets
39721011000001108,2021-05-26,329881004,Piroxicam 10mg dispersible tablets
39721211000001103,2021-05-26,329882006,Piroxicam 20mg dispersible tablets
39708111000001108,2021-05-26,321565002,Zuclopenthixol 25mg tablets
39707711000001108,2021-05-26,321564003,Zuclopenthixol 10mg tablets
39707911000001105,2021-05-26,321563009,Zuclopenthixol 2mg tablets
38753411000001103,2020-07-16,327737007,Sodium chloride 600mg modified-release tablets
39699311000001107,2021-05-26,321120004,Loprazolam 1mg tablets
39701711000001104,2021-05-26,320324008,Orciprenaline 20mg tablets
39733711000001108,2021-05-27,322056000,Betahistine 8mg tablets
39701811000001107,2021-05-26,323234000,Orphenadrine 50mg tablets
39733611000001104,2021-05-27,322055001,Betahistine 16mg tablets
39109711000001107,2020-10-21,329622006,Etodolac 600mg modified-release tablets
39109811000001104,2020-10-21,317406007,Mesalazine 500mg modified-release tablets
376807001,2005-08-17,3435011000001100,Olanzapine 15mg tablets
36123511000001103,2018-11-05,407881003,Methylphenidate 18mg modified-release tablets
36124511000001100,2018-11-05,407882005,Methylphenidate 36mg modified-release tablets
407790000,2005-08-15,3493711000001107,Telithromycin 400mg tablets
407791001,2005-08-22,3477511000001102,Lamivudine 300mg tablets
39700411000001101,2021-05-26,333936002,Meptazinol 200mg tablets
39692711000001100,2021-05-26,321926009,Nortriptyline 30mg / Fluphenazine 1.5mg tablets
36040211000001104,2018-10-29,321732008,Lithium carbonate 450mg modified-release tablets
39110111000001103,2020-10-21,321734009,Lithium carbonate 400mg modified-release tablets
39110311000001101,2020-10-21,329662005,Ibuprofen 800mg modified-release tablets
39700511000001102,2021-05-26,322787006,Paracetamol 500mg / Metoclopramide 5mg tablets
36129511000001101,2018-11-05,322694004,Oxycodone 10mg modified-release tablets
36028611000001102,2018-10-29,400894004,Multivitamin tablets
34819511000001106,2017-10-05,316943005,Magnesium trisilicate compound tablets
35916411000001104,2018-10-19,320211005,Terbutaline 7.5mg modified-release tablets
400645002,2005-08-05,3422611000001100,Amisulpride 100mg tablets
388930005,2005-08-16,3444211000001108,Rofecoxib 50mg tablets
39111711000001105,2020-10-21,319275000,Nifedipine 30mg modified-release tablets
35918111000001108,2018-10-19,320425008,Theophylline 400mg modified-release tablets
39690211000001106,2021-05-26,329963003,Dexketoprofen 25mg tablets
36130411000001107,2018-11-05,322695003,Oxycodone 20mg modified-release tablets
36130911000001104,2018-11-05,322696002,Oxycodone 40mg modified-release tablets
36131511000001104,2018-11-05,322697006,Oxycodone 80mg modified-release tablets
34820511000001105,2017-10-05,329298009,Vitamin B compound strong tablets
34820411000001106,2017-10-05,329297004,Vitamin B compound tablets
39112111000001104,2020-10-21,326578001,Oxybutynin 5mg modified-release tablets
39112211000001105,2020-10-21,326579009,Oxybutynin 10mg modified-release tablets
36035211000001109,2018-10-29,322113008,Metoclopramide 15mg modified-release tablets
407837006,2007-06-26,400867003,Memantine 10mg tablets
39112411000001109,2020-10-21,322546007,Dihydrocodeine 60mg modified-release tablets
39112511000001108,2020-10-21,322550000,Dihydrocodeine 90mg modified-release tablets
39112611000001107,2020-10-21,322551001,Dihydrocodeine 120mg modified-release tablets
39708711000001109,2021-05-26,322553003,Dihydrocodeine 40mg tablets
36050511000001103,2018-10-29,319375002,Isosorbide dinitrate 40mg modified-release tablets
39693811000001100,2021-05-26,324740003,Aciclovir 400mg dispersible tablets
36126511000001106,2018-11-05,322711002,Morphine 10mg modified-release tablets
39697411000001109,2021-05-26,324633007,Levofloxacin 250mg tablets
36127311000001102,2018-11-05,322713004,Morphine 30mg modified-release tablets
38898311000001106,2020-08-19,319112003,Isosorbide mononitrate 25mg modified-release tablets
38898211000001103,2020-08-19,319113008,Isosorbide mononitrate 50mg modified-release tablets
39730811000001107,2021-05-27,325977006,Alendronic acid 5mg tablets
38897311000001105,2020-08-19,326522002,Alfuzosin 10mg modified-release tablets
407846000,2005-08-17,3367611000001103,Omeprazole 10mg gastro-resistant tablets
407847009,2005-08-17,3367811000001104,Omeprazole 20mg gastro-resistant tablets
407848004,2005-08-17,3368011000001106,Omeprazole 40mg gastro-resistant tablets
39696511000001106,2021-05-26,318739007,Indoramin 20mg tablets
407808007,2005-08-15,3494211000001102,Tenofovir 245mg tablets
407788001,2005-08-09,3404111000001105,Eletriptan 20mg tablets
407789009,2005-08-09,3404411000001100,Eletriptan 40mg tablets
35933411000001104,2018-10-22,321081000,Pseudoephedrine 120mg modified-release tablets
400419002,2005-08-05,3558611000001107,Desogestrel 75microgram tablets
35903111000001101,2018-10-17,319361009,Aspirin 75mg / Isosorbide mononitrate 60mg modified-release tablets
35903011000001102,2018-10-17,319360005,Aspirin 150mg / Isosorbide mononitrate 60mg modified-release tablets
39702211000001104,2021-05-26,323165002,Pergolide 1mg tablets
39688911000001101,2021-05-26,320713009,Clemastine 1mg tablets
38896211000001104,2020-08-19,134587001,Gliclazide 30mg modified-release tablets
39685211000001103,2021-05-26,318916009,Cilazapril 1mg tablets
319855002,2006-08-11,3678311000001106,Etamsylate 500mg tablets
39685911000001107,2021-05-26,318923005,Cilazapril 5mg tablets
39685311000001106,2021-05-26,318917000,Cilazapril 2.5mg tablets
39692411000001106,2021-05-26,321407005,Flupentixol 3mg tablets
321362000,2005-08-09,3682711000001102,Butobarbital 100mg tablets
39692011000001102,2021-05-26,329641009,Fenoprofen 300mg tablets
39702711000001106,2021-05-26,323786005,Pivmecillinam 200mg tablets
39696711000001101,2021-05-26,318740009,Indoramin 25mg tablets
36070111000001109,2018-10-30,318269004,Disopyramide 150mg modified-release tablets
371616001,2007-12-10,324577008,Methenamine hippurate 1g tablets
36070311000001106,2018-10-30,318271004,Disopyramide 250mg modified-release tablets
39686011000001104,2021-05-26,318915008,Cilazapril 500microgram tablets
39690711000001104,2021-05-26,326506003,Distigmine bromide 5mg tablets
39697111000001104,2021-05-26,320667005,Ketotifen 1mg tablets
407855002,2005-08-15,3819011000001103,Telmisartan 40mg / Hydrochlorothiazide 12.5mg tablets
407856001,2005-08-15,3819111000001102,Telmisartan 80mg / Hydrochlorothiazide 12.5mg tablets
39701611000001108,2021-05-26,322174007,Ondansetron 8mg tablets
36090311000001101,2018-10-31,319458009,Co-dergocrine mesilate 1.5mg tablets
36035311000001101,2018-10-29,318547005,Metoprolol 200mg modified-release / Hydrochlorothiazide 25mg tablets
36031811000001107,2018-10-29,319309009,Nisoldipine 10mg modified-release tablets
39702611000001102,2021-05-26,331344002,Pilocarpine 5mg tablets
39705111000001103,2021-05-26,323036006,Tiagabine 5mg tablets
39704911000001104,2021-05-26,323037002,Tiagabine 10mg tablets
408607002,2007-11-22,324067003,Doxycycline 20mg tablets
39707811000001100,2021-05-26,324308000,Colistin 1.5million unit tablets
348445008,2005-08-15,4033911000001107,Hyoscine hydrobromide 150microgram tablets
39699111000001105,2021-05-26,323160007,Lisuride 200microgram tablets
324860002,2005-08-09,4030511000001106,Zidovudine 300mg / Lamivudine 150mg tablets
408027002,2005-08-16,4031411000001103,Risedronate sodium 35mg tablets
39696811000001109,2021-05-26,333981003,Ketorolac 10mg tablets
36032011000001109,2018-10-29,319311000,Nisoldipine 30mg modified-release tablets
36031911000001102,2018-10-29,319310004,Nisoldipine 20mg modified-release tablets
36131011000001107,2018-11-05,407919006,Oxycodone 5mg modified-release tablets
39703211000001105,2021-05-26,326071003,Quinagolide 75microgram tablets
395278001,2005-08-16,4105311000001105,Sirolimus 1mg tablets
407857005,2005-08-15,4110211000001108,Tadalafil 10mg tablets
407858000,2005-08-15,4110311000001100,Tadalafil 20mg tablets
329216009,2005-08-15,4119311000001109,Sodium fluoride 1.1mg tablets
329217000,2005-08-15,4119511000001103,Sodium fluoride 2.2mg tablets
39705311000001101,2021-05-26,325979009,Tiludronic acid 200mg tablets
39705011000001104,2021-05-26,323038007,Tiagabine 15mg tablets
408036003,2005-08-16,4172411000001103,Rosuvastatin 10mg tablets
408037007,2005-08-16,4172511000001104,Rosuvastatin 20mg tablets
408024009,2005-08-16,4172611000001100,Rosuvastatin 40mg tablets
39700211000001100,2021-05-26,329401009,Menadiol 10mg tablets
386117004,2005-08-09,4340611000001107,Voriconazole 50mg tablets
386118009,2005-08-09,4340511000001108,Voriconazole 200mg tablets
407917008,2005-08-09,4339611000001100,Valganciclovir 450mg tablets
408015000,2005-08-19,4367911000001107,Moxifloxacin 400mg tablets
39706811000001102,2021-05-26,408033006,Vardenafil 5mg tablets
39706511000001100,2021-05-26,408021001,Vardenafil 10mg tablets
39706711000001105,2021-05-26,408034000,Vardenafil 20mg tablets
407861004,2005-08-19,4367611000001101,Modafinil 200mg tablets
39723211000001104,2021-05-27,324880001,Abacavir 300mg tablets
39690411000001105,2021-05-26,322377005,Paracetamol 500mg / Diphenhydramine 25mg tablets
408071003,2005-08-09,4504311000001100,Dolasetron 50mg tablets
385585000,2005-08-09,4503511000001108,Valdecoxib 10mg tablets
385586004,2005-08-09,4503611000001107,Valdecoxib 20mg tablets
408072005,2005-08-09,4504211000001108,Dolasetron 200mg tablets
408146004,2005-08-09,4503711000001103,Valdecoxib 40mg tablets
408060004,2005-08-09,4503811000001106,Ezetimibe 10mg tablets
408601001,2005-08-22,4508711000001109,Lornoxicam 4mg tablets
408602008,2005-08-22,4508611000001100,Lornoxicam 8mg tablets
36090411000001108,2018-10-31,319459001,Co-dergocrine mesilate 4.5mg tablets
39688111000001104,2021-05-26,322165005,Cisapride 10mg tablets
39733811000001100,2021-05-27,318597009,Bisoprolol 10mg / Hydrochlorothiazide 6.25mg tablets
376209006,2005-08-15,4556711000001100,Hydrochlorothiazide 25mg tablets
373966004,2007-10-23,4557111000001103,Isosorbide dinitrate 5mg tablets
376508004,2007-10-23,4556811000001108,Hydrochlorothiazide 50mg tablets
428005004,2008-07-15,4559811000001102,Conjugated oestrogens 2.5mg tablets
407828006,2005-08-16,4562311000001106,Senna 15mg tablets
395519000,2005-08-16,4601211000001101,Probenecid 500mg tablets
408155001,2005-08-16,4601411000001102,Sirolimus 2mg tablets
376675008,2005-08-10,4660411000001107,Finasteride 1mg tablets
371748006,2005-08-10,4728011000001101,Fexofenadine 30mg tablets
39734011000001108,2021-05-27,407815004,Bosentan 62.5mg tablets
39733911000001105,2021-05-27,407816003,Bosentan 125mg tablets
375195005,2005-08-19,4860611000001103,Mirtazapine 30mg orodispersible tablets
408067001,2005-08-09,4956911000001105,Escitalopram 20mg tablets
429830008,2008-11-06,5000111000001100,Quetiapine 300mg tablets
36031511000001109,2018-10-29,408057006,Nicotinic acid 500mg modified-release tablets
36031611000001108,2018-10-29,408058001,Nicotinic acid 750mg modified-release tablets
36031411000001105,2018-10-29,408059009,Nicotinic acid 1g modified-release tablets
408040007,2005-08-16,5014811000001104,Ramipril 1.25mg tablets
408050008,2005-08-16,5015011000001109,Ramipril 2.5mg tablets
408051007,2005-08-16,5015111000001105,Ramipril 5mg tablets
408052000,2005-08-16,5014911000001109,Ramipril 10mg tablets
374897009,2005-08-17,5211211000001108,Pioglitazone 45mg tablets
408025005,2005-08-16,5436011000001101,Ribavirin 200mg tablets
375194009,2005-08-19,5627811000001105,Mirtazapine 15mg orodispersible tablets
39696111000001102,2021-05-26,410950003,Imatinib 400mg tablets
409150001,2005-08-09,7335411000001106,Escitalopram 5mg tablets
36124211000001103,2018-11-05,409443009,Methylphenidate 27mg modified-release tablets
36124811000001102,2018-11-05,409444003,Methylphenidate 54mg modified-release tablets
406787003,2005-08-08,7640311000001104,Aripiprazole 10mg tablets
406788008,2005-08-08,7640411000001106,Aripiprazole 15mg tablets
406790009,2005-08-08,7640511000001105,Aripiprazole 30mg tablets
395516007,2007-10-23,7660011000001109,Chlorothiazide 250mg tablets
395521005,2005-08-09,7718611000001105,Valsartan 160mg / Hydrochlorothiazide 12.5mg tablets
409298002,2005-08-09,7718711000001101,Valsartan 160mg / Hydrochlorothiazide 25mg tablets
408085008,2005-08-05,7877011000001109,Adefovir 10mg tablets
39693211000001101,2021-05-26,407020003,Fosamprenavir 700mg tablets
415557006,2006-11-02,8045011000001106,Solifenacin 5mg tablets
415556002,2006-11-02,8044911000001106,Solifenacin 10mg tablets
39696011000001103,2021-05-26,414461007,Imatinib 100mg tablets
